"Central Bedfordshire","Central Bedfordshire (Unitary)","E06000056","522"
"Charnwood","Charnwood (District)","E07000130","3,378"
"Chelmsford","Chelmsford (District)","E07000070","6,329"
"Cheltenham","Cheltenham (District)","E07000078","2,590"
"Cherwell","Cherwell (District)","E07000177","719"
"Cheshire East","Cheshire East (Unitary)","E06000049","1,783"
"Cheshire West and Chester","Cheshire West and Chester (Unitary)","E06000050","2,821"
"Chesterfield","Chesterfield (District)","E07000034","344"
"Chichester","Chichester (District)","E07000225","313"
"Chorley","Chorley (District)","E07000118","721"
"City of London","City of London (London borough)","E09000001","64,166"
"Colchester","Colchester (District)","E07000071","Missing"
"Cornwall","Cornwall (Unitary)","E06000052","3,175"
"Cotswold","Cotswold (District)","E07000079","1,147"
"Coventry","Coventry (Metropolitan borough)","E08000026","5,542"
"Crawley","Crawley (District)","E07000226","730"
"Croydon","Croydon (London borough)","E09000008","113"
"Cumberland","Cumberland (Unitary)","E06000063","4,205"
"Dacorum","Dacorum (District)","E07000096","740"
"Darlington","Darlington (Unitary)","E06000005","6,962"
"Dartford","Dartford (District)","E07000107","2,681"
"Derby","Derby (Unitary)","E06000015","4,303"
"Derbyshire","Derbyshire (County)","E10000007","1,735"
"Derbyshire Dales","Derbyshire Dales (District)","E07000035","544"
"Doncaster","Doncaster (Metropolitan borough)","E08000017","3,328"
"Dorset","Dorset (Unitary)","E06000059","1,987"
"Dover","Dover (District)","E07000108","759"
"Dudley","Dudley (Metropolitan borough)","E08000027","4,127"
"Durham","Durham (Unitary)","E06000047","11,010"
"Ealing","Ealing (London borough)","E09000009","1,167"
"East Cambridgeshire","East Cambridgeshire (District)","E07000009","192"
"East Devon","East Devon (District)","E07000040","1,055"
"East Hampshire","East Hampshire (District)","E07000085","275"
"East Hertfordshire","East Hertfordshire (District)","E07000242","866"
"East Lindsey","East Lindsey (District)","E07000137","1,530"
"East Riding of Yorkshire","East Riding of Yorkshire (Unitary)","E06000011","8,624"
"East Staffordshire","East Staffordshire (District)","E07000193","1,922"
"East Suffolk","East Suffolk (District)","E07000244","2,496"
"East Sussex","East Sussex (County)","E10000011","193"
"Eastbourne","Eastbourne (District)","E07000061","9,154"
"Eastleigh","Eastleigh (District)","E07000086","1,335"
"Elmbridge","Elmbridge (District)","E07000207","324"
"Enfield","Enfield (London borough)","E09000010","2,652"
"Epping Forest","Epping Forest (District)","E07000072","23"
"Epsom and Ewell","Epsom and Ewell (District)","E07000208","2,200"
"Erewash","Erewash (District)","E07000036","199"
"Essex","Essex (County)","E10000012","737"
"Exeter","Exeter (District)","E07000041","2,173"
"Fareham","Fareham (District)","E07000087","207"
"Fenland","Fenland (District)","E07000010","112"
"Folkestone and Hythe","Folkestone and Hythe (District)","E07000112","1,015"
"Forest of Dean","Forest of Dean (District)","E07000080","42"
"Fylde","Fylde (District)","E07000119","809"
"Gateshead","Gateshead (Metropolitan borough)","E08000037","995"
"Gedling","Gedling (District)","E07000173","590"
"Gloucester","Gloucester (District)","E07000081","3,046"
"Gloucestershire","Gloucestershire (County)","E10000013","0"
"Gosport","Gosport (District)","E07000088","344"
"Gravesham","Gravesham (District)","E07000109","1,859"
"Great Yarmouth","Great Yarmouth (District)","E07000145","1,437"
"Greenwich","Greenwich (London borough)","E09000011","5,971"
"Guildford","Guildford (District)","E07000209","1,638"
"Hackney","Hackney (London borough)","E09000012","1,112"
"Halton","Halton (Unitary)","E06000006","1,901"
"Hammersmith and Fulham","Hammersmith and Fulham (London borough)","E09000013","1,129"
"Hampshire","Hampshire (County)","E10000014","575"
"Harborough","Harborough (District)","E07000131","45"
"Haringey","Haringey (London borough)","E09000014","1,436"
"Harlow","Harlow (District)","E07000073","2,526"
"Harrow","Harrow (London borough)","E09000015","2,066"
"Hart","Hart (District)","E07000089","0"
"Hartlepool","Hartlepool (Unitary)","E06000001","4,348"
"Hastings","Hastings (District)","E07000062","2,459"
"Havant","Havant (District)","E07000090","177"
"Havering","Havering (London borough)","E09000016","982"
"Herefordshire","Herefordshire (Unitary)","E06000019","1,386"
"Hertfordshire","Hertfordshire (County)","E10000015","2,647"
"Hertsmere","Hertsmere (District)","E07000098","35"
"High Peak","High Peak (District)","E07000037","1,259"
"Hillingdon","Hillingdon (London borough)","E09000017","2,968"
"Hinckley and Bosworth","Hinckley and Bosworth (District)","E07000132","78"
"Horsham","Horsham (District)","E07000227","2,545"
"Hounslow","Hounslow (London borough)","E09000018","1,498"
"Huntingdonshire","Huntingdonshire (District)","E07000011","0"
"Hyndburn","Hyndburn (District)","E07000120","0"
"Ipswich","Ipswich (District)","E07000202","7,530"
"Isle of Wight","Isle of Wight (Unitary)","E06000046","600"
"Isles of Scilly","Isles of Scilly (Unitary)","E06000053","258"
"Islington","Islington (London borough)","E09000019","2,608"
"Kensington and Chelsea","Kensington and Chelsea (London borough)","E09000020","3,932"
"Kent","Kent (County)","E10000016","2,514"
"King's Lynn and West Norfolk","King's Lynn and West Norfolk (District)","E07000146","1,796"
"Kingston upon Hull","Kingston upon Hull (Unitary)","E06000010","12,905"
"Kingston upon Thames","Kingston upon Thames (London borough)","E09000021","1,902"
"Kirklees","Kirklees (Metropolitan borough)","E08000034","5,966"
"Knowsley","Knowsley (Metropolitan borough)","E08000011","1,228"
"Lambeth","Lambeth (London borough)","E09000022","3,198"
"Lancashire","Lancashire (County)","E10000017","947"
"Lancaster","Lancaster (District)","E07000121","1,649"
"Leeds","Leeds (Metropolitan borough)","E08000035","17,163"
"Leicester","Leicester (Unitary)","E06000016","11,646"
"Leicestershire","Leicestershire (County)","E10000018","1,763"
"Lewes","Lewes (District)","E07000063","586"
"Lewisham","Lewisham (London borough)","E09000023","3,216"
"Lichfield","Lichfield (District)","E07000194","535"
"Lincoln","Lincoln (District)","E07000138","1,192"
"Lincolnshire","Lincolnshire (County)","E10000019","4,508"
"Liverpool","Liverpool (Metropolitan borough)","E08000012","28,477"
"Luton","Luton (Unitary)","E06000032","15"
"Maidstone","Maidstone (District)","E07000110","998"
"Maldon","Maldon (District)","E07000074","389"
"Malvern Hills","Malvern Hills (District)","E07000235","956"
"Manchester","Manchester (Metropolitan borough)","E08000003","11,883"
"Mansfield","Mansfield (District)","E07000174","2,877"
"Medway","Medway (Unitary)","E06000035","6,103"
"Melton","Melton (District)","E07000133","209"
"Merton","Merton (London borough)","E09000024","97"
"Mid Devon","Mid Devon (District)","E07000042","0"
"Mid Suffolk","Mid Suffolk (District)","E07000203","Missing"
"Mid Sussex","Mid Sussex (District)","E07000228","1,186"
"Middlesbrough","Middlesbrough (Unitary)","E06000002","3,253"
"Milton Keynes","Milton Keynes (Unitary)","E06000042","1,679"
"Mole Valley","Mole Valley (District)","E07000210","3,644"
"New Forest","New Forest (District)","E07000091","187"
"Newark and Sherwood","Newark and Sherwood (District)","E07000175","3,170"
"Newcastle upon Tyne","Newcastle upon Tyne (Metropolitan borough)","E08000021","2,121"
"Newcastle-under-Lyme","Newcastle-under-Lyme (District)","E07000195","25"
"Newham","Newham (London borough)","E09000025","2,584"
"Norfolk","Norfolk (County)","E10000020","1,046"
"North Devon","North Devon (District)","E07000043","194"
"North East Derbyshire","North East Derbyshire (District)","E07000038","36"
"North East Lincolnshire","North East Lincolnshire (Unitary)","E06000012","1,003"
"North Hertfordshire","North Hertfordshire (District)","E07000099","0"
"North Kesteven","North Kesteven (District)","E07000139","963"
"North Lincolnshire","North Lincolnshire (Unitary)","E06000013","5,937"
"North Norfolk","North Norfolk (District)","E07000147","950"
"North Northamptonshire","North Northamptonshire (Unitary)","E06000061","6,698"
"North Somerset","North Somerset (Unitary)","E06000024","542"
"North Tyneside","North Tyneside (Metropolitan borough)","E08000022","1,721"
"North Warwickshire","North Warwickshire (District)","E07000218","59"
"North West Leicestershire","North West Leicestershire (District)","E07000134","Missing"
"North Yorkshire","North Yorkshire (Unitary)","E06000065","13,302"
"Northumberland","Northumberland (Unitary)","E06000057","2,113"
"Norwich","Norwich (District)","E07000148","1,206"
"Nottingham","Nottingham (Unitary)","E06000018","21,103"
"Nottinghamshire","Nottinghamshire (County)","E10000024","1,523"
"Nuneaton and Bedworth","Nuneaton and Bedworth (District)","E07000219","1,059"
"Oadby and Wigston","Oadby and Wigston (District)","E07000135","0"
"Oldham","Oldham (Metropolitan borough)","E08000004","1,485"
"Oxford","Oxford (District)","E07000178","494"
"Oxfordshire","Oxfordshire (County)","E10000025","193"
"Pendle","Pendle (District)","E07000122","Missing"
"Peterborough","Peterborough (Unitary)","E06000031","548"
"Plymouth","Plymouth (Unitary)","E06000026","2,652"
"Portsmouth","Portsmouth (Unitary)","E06000044","3,638"
"Preston","Preston (District)","E07000123","871"
"Reading","Reading (Unitary)","E06000038","7,010"
"Redbridge","Redbridge (London borough)","E09000026","654"
"Redcar and Cleveland","Redcar and Cleveland (Unitary)","E06000003","295"
"Redditch","Redditch (District)","E07000236","73"
"Reigate and Banstead","Reigate and Banstead (District)","E07000211","1,461"
"Ribble Valley","Ribble Valley (District)","E07000124","273"
"Richmond upon Thames","Richmond upon Thames (London borough)","E09000027","2,824"
"Rochdale","Rochdale (Metropolitan borough)","E08000005","1,591"
"Rochford","Rochford (District)","E07000075","209"
"Rossendale","Rossendale (District)","E07000125","38"
"Rother","Rother (District)","E07000064","849"
"Rotherham","Rotherham (Metropolitan borough)","E08000018","3,045"
"Rugby","Rugby (District)","E07000220","441"
"Runnymede","Runnymede (District)","E07000212","49"
"Rushcliffe","Rushcliffe (District)","E07000176","153"
"Rushmoor","Rushmoor (District)","E07000092","1,902"
"Rutland","Rutland (Unitary)","E06000017","65"
"Salford","Salford (Metropolitan borough)","E08000006","1,143"
"Sandwell","Sandwell (Metropolitan borough)","E08000028","1,067"
"Sefton","Sefton (Metropolitan borough)","E08000014","5,924"
"Sevenoaks","Sevenoaks (District)","E07000111","110"
"Sheffield","Sheffield (Metropolitan borough)","E08000039","2,468"
"Shropshire","Shropshire (Unitary)","E06000051","7,347"
"Slough","Slough (Unitary)","E06000039","506"
"Solihull","Solihull (Metropolitan borough)","E08000029","1,835"
"Somerset","Somerset (Unitary)","E06000066","7,722"
"South Cambridgeshire","South Cambridgeshire (District)","E07000012","1,986"
"South Derbyshire","South Derbyshire (District)","E07000039","290"
"South Gloucestershire","South Gloucestershire (Unitary)","E06000025","422"
"South Hams","South Hams (District)","E07000044","0"
"South Holland","South Holland (District)","E07000140","1,305"
"South Kesteven","South Kesteven (District)","E07000141","2,586"
"South Norfolk","South Norfolk (District)","E07000149","10"
"South Oxfordshire","South Oxfordshire (District)","E07000179","1,680"
"South Ribble","South Ribble (District)","E07000126","791"
"South Staffordshire","South Staffordshire (District)","E07000196","63"
"South Tyneside","South Tyneside (Metropolitan borough)","E08000023","2,245"
"Southampton","Southampton (Unitary)","E06000045","3,102"
"Southend-on-Sea","Southend-on-Sea (Unitary)","E06000033","1,065"
"Southwark","Southwark (London borough)","E09000028","838"
"Spelthorne","Spelthorne (District)","E07000213","24"
"St Albans","St Albans (District)","E07000240","1,756"
"St. Helens","St. Helens (Metropolitan borough)","E08000013","902"
"Stafford","Stafford (District)","E07000197","Missing"
"Staffordshire","Staffordshire (County)","E10000028","1,223"
"Staffordshire Moorlands","Staffordshire Moorlands (District)","E07000198","415"
"Stevenage","Stevenage (District)","E07000243","24"
"Stockport","Stockport (Metropolitan borough)","E08000007","500"
"Stockton-on-Tees","Stockton-on-Tees (Unitary)","E06000004","3,014"
"Stoke-on-Trent","Stoke-on-Trent (Unitary)","E06000021","1,055"
"Stratford-on-Avon","Stratford-on-Avon (District)","E07000221","696"
"Stroud","Stroud (District)","E07000082","70"
"Suffolk","Suffolk (County)","E10000029","448"
"Sunderland","Sunderland (Metropolitan borough)","E08000024","3,941"
"Surrey","Surrey (County)","E10000030","2,909"
"Surrey Heath","Surrey Heath (District)","E07000214","0"
"Sutton","Sutton (London borough)","E09000029","248"
"Swale","Swale (District)","E07000113","533"
"Swindon","Swindon (Unitary)","E06000030","2,290"
"Tameside","Tameside (Metropolitan borough)","E08000008","370"
"Tamworth","Tamworth (District)","E07000199","2,691"
"Tandridge","Tandridge (District)","E07000215","0"
"Teignbridge","Teignbridge (District)","E07000045","5"
"Telford and Wrekin","Telford and Wrekin (Unitary)","E06000020","3,198"
"Tendring","Tendring (District)","E07000076","2,163"
"Test Valley","Test Valley (District)","E07000093","1,756"
"Tewkesbury","Tewkesbury (District)","E07000083","256"
"Thanet","Thanet (District)","E07000114","1,276"
"Three Rivers","Three Rivers (District)","E07000102","1,088"
"Thurrock","Thurrock (Unitary)","E06000034","0"
"Tonbridge and Malling","Tonbridge and Malling (District)","E07000115","418"
"Torbay","Torbay (Unitary)","E06000027","1,224"
"Torridge","Torridge (District)","E07000046","61"
"Tower Hamlets","Tower Hamlets (London borough)","E09000030","2,091"
"Trafford","Trafford (Metropolitan borough)","E08000009","1,927"
"Tunbridge Wells","Tunbridge Wells (District)","E07000116","4,139"
"Uttlesford","Uttlesford (District)","E07000077","317"
"Vale of White Horse","Vale of White Horse (District)","E07000180","158"
"Wakefield","Wakefield (Metropolitan borough)","E08000036","4,610"
"Walsall","Walsall (Metropolitan borough)","E08000030","3,955"
"Waltham Forest","Waltham Forest (London borough)","E09000031","2,129"
"Wandsworth","Wandsworth (London borough)","E09000032","2,772"
"Warrington","Warrington (Unitary)","E06000007","0"
"Warwick","Warwick (District)","E07000222","2,457"
"Warwickshire","Warwickshire (County)","E10000031","1,379"
"Watford","Watford (District)","E07000103","1,734"
"Waverley","Waverley (District)","E07000216","194"
"Wealden","Wealden (District)","E07000065","215"
"Welwyn Hatfield","Welwyn Hatfield (District)","E07000241","2,885"
"West Berkshire","West Berkshire (Unitary)","E06000037","1,261"
"West Devon","West Devon (District)","E07000047","0"
"West Lancashire","West Lancashire (District)","E07000127","139"
"West Lindsey","West Lindsey (District)","E07000142","893"
"West Northamptonshire","West Northamptonshire (Unitary)","E06000062","1,282"
"West Oxfordshire","West Oxfordshire (District)","E07000181","332"
"West Suffolk","West Suffolk (District)","E07000245","4,484"
"West Sussex","West Sussex (County)","E10000032","0"
"Westminster","Westminster (London borough)","E09000033","2,433"
"Westmorland and Furness","Westmorland and Furness (Unitary)","E06000064","Missing"
"Wigan","Wigan (Metropolitan borough)","E08000010","2,814"
"Wiltshire","Wiltshire (Unitary)","E06000054","2,457"
"Winchester","Winchester (District)","E07000094","836"
"Windsor and Maidenhead","Windsor and Maidenhead (Unitary)","E06000040","1,046"
"Wirral","Wirral (Metropolitan borough)","E08000015","6,975"
"Woking","Woking (District)","E07000217","Missing"
"Wokingham","Wokingham (Unitary)","E06000041","0"
"Wolverhampton","Wolverhampton (Metropolitan borough)","E08000031","3,199"
"Worcester","Worcester (District)","E07000237","747"
"Worcestershire","Worcestershire (County)","E10000034","3,876"
"Worthing","Worthing (District)","E07000229","3,350"
"Wychavon","Wychavon (District)","E07000238","947"
"Wyre","Wyre (District)","E07000128","1,701"
"Wyre Forest","Wyre Forest (District)","E07000239","123"
"York","York (Unitary)","E06000014","240"
