UPRN,X_COORDINATE,Y_COORDINATE,LATITUDE,LONGITUDE
22006600,525688.0,107173.0,50.8504236,-0.2158666
22006993,526633.0,104604.0,50.8271272,-0.2033362
22006994,526368.0,104787.0,50.8288299,-0.2070338
22007001,526340.0,104796.0,50.8289169,-0.2074281
22007002,526405.0,104785.0,50.8288039,-0.2065094
22007006,526742.0,104582.0,50.8269057,-0.201797
22007013,526633.0,104604.0,50.8271272,-0.2033362
22007017,526633.0,104604.0,50.8271272,-0.2033362
22007020,526633.0,104604.0,50.8271272,-0.2033362
22007022,526404.0,104779.0,50.8287501,-0.2065257
22007023,526374.0,104791.0,50.8288645,-0.2069473
22007024,526370.0,104800.0,50.8289463,-0.207001
22007045,526284.0,104951.0,50.8303223,-0.2081695
22007046,526282.0,104892.0,50.8297924,-0.2082182
22007272,526901.0,104784.0,50.8286865,-0.1994707
22007273,526894.0,104788.0,50.828724,-0.1995687
22007369,526562.0,104827.0,50.8291471,-0.2042668
22007508,526888.0,104788.0,50.8287253,-0.1996538
22007509,526882.0,104790.0,50.8287446,-0.1997383
22007608,526581.0,104786.0,50.8287744,-0.2040113
22007610,526781.0,104810.0,50.8289464,-0.2011647
22007612,526762.0,104809.0,50.8289416,-0.2014347
22007615,526306.0,104890.0,50.8297692,-0.2078782
22007619,526281.0,104888.0,50.8297567,-0.2082337
22007621,526286.0,104902.0,50.8298814,-0.2081579
22007626,526281.0,104932.0,50.8301521,-0.2082186
22007627,526283.0,104898.0,50.8298461,-0.2082019
22007628,526545.45,104846.48,50.8293258,-0.204495
22007629,526768.0,104809.0,50.8289403,-0.2013496
22007630,526774.0,104808.0,50.82893,-0.2012648
22007642,526253.0,104916.0,50.8300144,-0.2086215
22007643,526252.0,104911.0,50.8299697,-0.2086374
22007644,526251.0,104907.0,50.829934,-0.2086529
22007648,526238.0,104961.0,50.8304222,-0.2088189
22007663,526688.0,104779.0,50.8286881,-0.2024953
22007687,526253.0,104929.0,50.8301313,-0.208617
22007692,526787.0,104759.0,50.8284867,-0.2010972
22007699,526525.0,104768.0,50.8286249,-0.2048123
22007702,526339.0,104787.0,50.8288362,-0.2074454
22007703,526495.0,104771.0,50.8286584,-0.205237
22007704,526511.0,104771.0,50.8286549,-0.2050099
22007705,526368.0,104791.0,50.8288659,-0.2070325
22007706,526430.0,104783.0,50.8287804,-0.2061553
22007712,526518.0,104768.0,50.8286264,-0.2049116
22007713,526374.0,104785.0,50.8288106,-0.2069494
22007715,526341.0,104805.0,50.8289976,-0.2074108
22007716,526504.0,104772.0,50.8286654,-0.2051089
22007717,526727.0,105906.0,50.8388093,-0.2015524
22007719,526584.0,104747.0,50.8284232,-0.2039822
22007736,526308.0,105241.0,50.8329236,-0.207729
22007738,526300.0,105067.0,50.8313614,-0.2079025
22007739,526303.0,105078.0,50.8314596,-0.2078561
22007741,526337.0,105206.0,50.8326027,-0.2073295
22007783,526735.0,105859.0,50.8383851,-0.2014551
22007786,526805.0,105908.0,50.8388102,-0.2004446
22007787,526801.0,105915.0,50.838874,-0.2004989
22007788,526815.0,105890.0,50.8386462,-0.2003088
22007789,526837.0,105888.0,50.8386235,-0.1999972
22007790,526816.0,105873.0,50.8384932,-0.2003005
22007792,526799.0,105861.0,50.8383891,-0.200546
22007793,526792.0,105861.0,50.8383906,-0.2006453
22007799,526304.0,105047.0,50.8311808,-0.2078526
22007801,526980.0,105503.0,50.8351317,-0.1981007
22007802,526985.0,105520.0,50.8352834,-0.1980238
22007804,526999.0,105541.0,50.8354691,-0.1978179
22007806,526999.0,105563.0,50.8356668,-0.1978103
22007812,526731.0,105913.0,50.8388713,-0.2014932
22007823,527834.0,105358.0,50.8336407,-0.1860301
22007824,526373.0,105311.0,50.8335386,-0.2067824
22007826,526784.0,105861.0,50.8383924,-0.2007589
22007829,526947.0,105542.0,50.8354895,-0.1985556
22007833,526170.0,104967.0,50.8304909,-0.2097819
22007835,526109.91,104852.18,50.829472,-0.2106742
22007976,526397.0,105220.0,50.8327155,-0.2064731
22007979,526772.0,105192.0,50.8323819,-0.2011604
22007982,526735.0,105201.0,50.8324709,-0.2016825
22007986,526468.0,105250.0,50.8329696,-0.205455
22007993,526308.0,105094.0,50.8316024,-0.2077796
22008226,526325.0,105146.0,50.832066,-0.2075204
22008316,526327.0,105157.0,50.8321645,-0.2074883
22008332,526302.0,105072.0,50.8314059,-0.2078724
22008333,526309.0,105098.0,50.8316381,-0.2077641
22008336,526313.0,105104.0,50.8316911,-0.2077052
22008337,526308.0,105088.0,50.8315484,-0.2077817
22008338,526314.0,105109.0,50.8317359,-0.2076893
22008339,526316.0,105114.0,50.8317804,-0.2076592
22008341,526317.0,105125.0,50.831879,-0.2076412
22008343,526331.0,105179.0,50.8323613,-0.2074239
22008344,526334.0,105190.0,50.8324596,-0.2073776
22008347,526299.0,105057.0,50.8312718,-0.2079201
22008348,526299.0,105062.0,50.8313167,-0.2079184
22008349,526327.0,105163.0,50.8322184,-0.2074862
22008483,526896.0,105459.0,50.8347546,-0.1993082
22008528,526538.0,105502.0,50.8352194,-0.2043746
22008529,526532.0,105503.0,50.8352297,-0.2044594
22008530,526522.0,105504.0,50.8352408,-0.204601
22008532,526480.0,105508.0,50.835286,-0.2051958
22008533,526473.0,105503.0,50.8352425,-0.2052968
22008725,526379.0,105340.0,50.833798,-0.2066872
22008726,526389.0,105354.0,50.8339216,-0.2065405
22008727,526391.0,105362.0,50.8339931,-0.2065093
22008734,526432.0,105459.0,50.834856,-0.205894
22008735,526431.0,105487.0,50.8351079,-0.2058985
22008770,526667.0,105208.0,50.8325487,-0.2026451
22008788,526365.0,105294.0,50.8333876,-0.2069018
22008857,526898.0,105593.0,50.8359586,-0.1992334
22008860,526964.0,105602.0,50.836025,-0.1982935
22008880,526891.0,105460.0,50.8347647,-0.1993788
22008884,526526.0,105503.0,50.835231,-0.2045446
22008885,526392.0,105367.0,50.8340378,-0.2064934
22008888,526397.0,105381.0,50.8341626,-0.2064176
22008890,526402.0,105391.0,50.8342514,-0.2063432
22008891,526882.0,105592.0,50.8359531,-0.1994609
22008892,526428.0,105447.0,50.834749,-0.2059549
22008893,526463.0,105503.0,50.8352447,-0.2054388
22008894,526426.0,105441.0,50.8346955,-0.2059853
22008896,526404.0,105404.0,50.8343678,-0.2063103
22008897,526388.0,105348.0,50.8338679,-0.2065567
22008898,526431.0,105494.0,50.8351708,-0.2058961
22008900,526383.0,105333.0,50.8337342,-0.2066328
22008902,526401.0,105396.0,50.8342965,-0.2063557
22008903,526423.0,105429.0,50.8345883,-0.206032
22008905,526420.0,105456.0,50.8348317,-0.2060653
22008906,526393.0,105371.0,50.8340736,-0.2064778
22008907,526433.0,105500.0,50.8352243,-0.2058656
22008908,526425.0,105435.0,50.8346418,-0.2060016
22008911,526405.0,105410.0,50.8344215,-0.2062941
22008912,526359.0,105288.0,50.8333349,-0.206989
22009029,526506.0,105683.0,50.8368532,-0.2047664
22009030,526510.0,105694.0,50.8369512,-0.2047058
22009274,526518.0,105603.0,50.8361315,-0.2046236
22009437,526471.0,105600.0,50.8361148,-0.2052918
22009440,526476.0,105612.0,50.8362216,-0.2052167
22009442,526481.0,105625.0,50.8363374,-0.2051412
22009443,526504.0,105666.0,50.8367009,-0.2048006
22009445,526505.0,105678.0,50.8368085,-0.2047823
22009446,526509.0,105688.0,50.8368975,-0.2047221
22009457,526771.0,105870.0,50.8384761,-0.2009403
22009458,526734.0,105906.0,50.8388078,-0.2014531
22009459,526665.0,105681.0,50.8368005,-0.2025102
22009461,526743.0,105906.0,50.8388058,-0.2013253
22009465,526473.0,105606.0,50.8361683,-0.2052613
22009466,526751.0,105906.0,50.8388041,-0.2012118
22009468,526818.0,105903.0,50.8387624,-0.2002618
22009523,526281.0,105144.0,50.8320576,-0.2081456
22009530,526401.0,105524.0,50.835447,-0.2063116
22009694,526086.0,105656.0,50.8367021,-0.2107372
22009790,526425.0,105578.0,50.8359271,-0.2059523
22009792,526382.0,105590.0,50.8360444,-0.2065585
22009793,526419.0,105582.0,50.8359644,-0.2060361
22009804,526345.0,105346.0,50.8338593,-0.2071677
22009805,526379.0,105447.0,50.8347597,-0.2066503
22009807,526246.0,105634.0,50.8364695,-0.2084737
22009809,526182.0,105588.0,50.83607,-0.209398
22009820,526168.0,105260.0,50.8331249,-0.2097095
22009998,526188.0,105004.0,50.8308196,-0.2095137
22010065,526360.0,105390.0,50.8342515,-0.2069397
22010066,526333.0,105300.0,50.8334485,-0.2073539
22010084,526030.0,105147.0,50.8321392,-0.211707
22010122,526180.0,105467.0,50.8349828,-0.209468
22010124,526168.0,105469.0,50.8350034,-0.2096376
22010127,526314.0,105368.0,50.8340638,-0.2076001
22010129,526171.0,105766.0,50.8376723,-0.2094929
22010135,526321.0,105283.0,50.8332983,-0.20753
22010137,526343.0,105331.0,50.8337249,-0.2072013
22010139,526252.0,105290.0,50.8333762,-0.208507
22010143,526472.0,105694.0,50.8369595,-0.2052452
22010145,526003.0,105014.0,50.8309497,-0.2121358
22010147,526155.0,105434.0,50.8346917,-0.2098342
22010156,526305.0,105249.0,50.8329962,-0.2077688
22010157,526279.0,105133.0,50.8319592,-0.2081778
22010160,526453.0,105652.0,50.8365862,-0.2055293
22010162,526293.0,105198.0,50.8325404,-0.2079567
22010168,526168.0,105255.0,50.8330799,-0.2097112
22010176,526400.0,105507.0,50.8352944,-0.2063316
22010177,526403.0,105513.0,50.8353477,-0.206287
22010179,526347.0,105351.0,50.8339038,-0.2071376
22010180,526364.0,105397.0,50.8343136,-0.2068805
22010181,526363.0,105394.0,50.8342868,-0.2068957
22010182,526309.93,105413.73,50.8344757,-0.2076421
22010184,526350.0,105360.0,50.8339841,-0.2070919
22010185,526329.0,105290.0,50.8333595,-0.2074141
22010186,526347.0,105356.0,50.8339488,-0.2071359
22010187,526323.0,105287.0,50.8333338,-0.2075003
22010190,526335.0,105304.0,50.833484,-0.2073241
22010191,526336.0,105309.0,50.8335287,-0.2073082
22010192,526331.0,105318.0,50.8336107,-0.2073761
22010193,526103.0,105653.0,50.8366714,-0.2104969
22010194,526447.0,105637.0,50.8364526,-0.2056197
22010197,526266.0,105079.0,50.8314767,-0.2083809
22010199,526282.0,105149.0,50.8321024,-0.2081297
22010201,526320.0,105701.0,50.8370556,-0.2074003
22010264,526073.0,106412.0,50.8434999,-0.2106619
22015062,527769.0,105404.0,50.8340685,-0.1869366
22015133,527887.0,105648.0,50.8362356,-0.1851768
22015141,527816.0,105620.0,50.8359996,-0.1861943
22015192,527690.0,105649.0,50.836288,-0.1879726
22015312,527884.0,105482.0,50.8347442,-0.1852772
22015545,527570.0,105552.0,50.8354426,-0.1897095
22015624,527073.0,105462.0,50.8347428,-0.1967949
22015675,527170.0,105423.0,50.834371,-0.1954317
22015676,527158.0,105424.0,50.8343826,-0.1956016
22016037,527884.0,105347.0,50.8335308,-0.1853242
22016038,527871.0,105346.0,50.8335247,-0.1855091
22016039,527866.0,105347.0,50.8335348,-0.1855797
22016040,527850.0,105349.0,50.8335563,-0.1858061
22016042,527829.0,105356.0,50.8336239,-0.1861017
22016043,527810.0,105367.0,50.8337269,-0.1863676
22016044,527773.0,105364.0,50.8337081,-0.1868937
22016046,527761.0,105368.0,50.8337467,-0.1870627
22016047,527716.0,105372.0,50.8337926,-0.1877
22016051,527669.0,105380.0,50.8338748,-0.1883642
22016053,527973.0,105291.0,50.8330079,-0.1840806
22016054,527969.0,105293.0,50.8330267,-0.1841367
22016055,527964.0,105293.0,50.8330278,-0.1842076
22016057,527947.0,105297.0,50.8330675,-0.1844475
22016058,527942.0,105297.0,50.8330686,-0.1845185
22016059,527931.0,105297.0,50.8330711,-0.1846746
22016060,527925.0,105296.0,50.8330634,-0.1847601
22016061,527893.0,105305.0,50.8331513,-0.1852111
22016063,527882.0,105307.0,50.8331717,-0.1853666
22016065,527871.0,105310.0,50.8332011,-0.1855216
22016066,527866.0,105310.0,50.8332022,-0.1855926
22016067,527860.0,105312.0,50.8332215,-0.1856771
22016069,527818.0,105317.0,50.8332757,-0.1862714
22016070,527812.0,105318.0,50.8332861,-0.1863562
22016071,527808.0,105319.0,50.8332959,-0.1864127
22016072,527798.0,105319.0,50.8332981,-0.1865546
22016073,527789.0,105318.0,50.8332911,-0.1866827
22016074,527784.0,105319.0,50.8333012,-0.1867533
22016076,527744.0,105329.0,50.8333999,-0.1873175
22016077,527727.0,105332.0,50.8334306,-0.1875578
22016078,527716.0,105332.0,50.833433,-0.1877139
22016150,527652.0,105342.0,50.833537,-0.1886187
22016151,527644.0,105337.0,50.8334938,-0.188734
22016152,527580.0,105357.0,50.8336877,-0.1896354
22016153,527565.0,105360.0,50.833718,-0.1898473
22016155,527549.0,105363.0,50.8337484,-0.1900733
22016156,527541.0,105364.0,50.8337592,-0.1901865
22016159,527476.0,105383.0,50.8339443,-0.1911025
22016164,527418.0,105385.0,50.833975,-0.191925
22016165,527411.0,105386.0,50.8339855,-0.192024
22016166,527403.0,105387.0,50.8339963,-0.1921372
22016168,527390.0,105390.0,50.8340261,-0.1923206
22016169,527382.0,105391.0,50.8340368,-0.1924338
22016170,527662.0,105040.0,50.8308204,-0.1885819
22016171,527631.0,105056.0,50.830971,-0.1890163
22016172,527635.0,105054.0,50.8309522,-0.1889602
22016176,527638.0,105037.0,50.8307987,-0.1889235
22016177,527635.0,105045.0,50.8308713,-0.1889633
22016179,527669.0,105054.0,50.8309447,-0.1884777
22016181,527707.0,105069.0,50.8310711,-0.1879331
22016182,527669.0,105077.0,50.8311514,-0.1884697
22016183,527708.0,105074.0,50.8311158,-0.1879172
22016186,527674.0,105090.0,50.8312671,-0.1883942
22016187,527706.0,105037.0,50.8307837,-0.1879585
22016189,527702.0,105044.0,50.8308475,-0.1880128
22016864,527588.0,105350.0,50.833623,-0.1895243
22016913,527103.0,105430.0,50.8344486,-0.1963802
22021281,528328.0,104784.0,50.8283724,-0.1792195
22021283,528429.0,104800.0,50.8284938,-0.1777806
22021284,528422.0,104802.0,50.8285133,-0.1778792
22021285,528639.0,104760.0,50.8280877,-0.1748144
22021286,528779.0,104726.0,50.827751,-0.1728396
22021287,528767.0,104733.0,50.8278166,-0.1730074
22021288,528731.0,104733.0,50.8278246,-0.1735183
22021289,528725.0,104741.0,50.8278978,-0.1736006
22021291,528842.0,104718.0,50.8276651,-0.1719483
22021292,528837.0,104721.0,50.8276932,-0.1720182
22021293,528814.0,104720.0,50.8276893,-0.172345
22021294,528944.0,104703.0,50.8275076,-0.1705061
22021410,528621.0,104487.0,50.825638,-0.1751656
22021477,528408.0,104548.0,50.8262335,-0.1781668
22021478,528408.0,104548.0,50.8262335,-0.1781668
22021500,528629.0,104672.0,50.827299,-0.1749872
22021519,528274.0,104549.0,50.8262721,-0.180068
22021522,528567.0,104416.0,50.8250118,-0.1759568
22021524,528557.0,104421.0,50.8250589,-0.1760969
22021526,528536.0,104423.0,50.8250816,-0.1763942
22021528,528617.0,104408.0,50.8249288,-0.17525
22021555,528544.91,104843.56,50.8288596,-0.1761204
22021556,528827.0,104770.0,50.8281358,-0.1721429
22021557,528727.0,104774.0,50.828194,-0.1735607
22021560,528962.0,104706.0,50.8275306,-0.1702496
22021561,528876.0,104710.0,50.8275857,-0.1714687
22021564,528920.0,104534.0,50.825994,-0.1709061
22021589,528311.0,104629.0,50.826983,-0.179515
22021607,528315.0,104647.0,50.8271439,-0.1794519
22021608,528319.0,104660.0,50.8272598,-0.1793906
22021609,528324.0,104671.0,50.8273576,-0.1793158
22022357,528421.0,104481.0,50.8256284,-0.1780058
22022508,528509.0,104621.0,50.8268672,-0.176708
22022550,528790.0,104729.0,50.8277755,-0.1726824
22022724,528596.0,104708.0,50.8276299,-0.1754429
22022987,528584.0,104683.0,50.8274078,-0.1756219
22023143,528474.0,104824.0,50.8286995,-0.1771335
22023144,528565.0,104359.0,50.8244999,-0.1760051
22023145,528627.76,104409.02,50.8249356,-0.175097
22023146,528605.0,104411.0,50.8249584,-0.1754193
22023147,528598.0,104412.0,50.824969,-0.1755183
22023148,528587.0,104414.0,50.8249894,-0.1756736
22023149,528579.0,104409.0,50.8249462,-0.1757889
22023150,528520.0,104426.0,50.8251121,-0.1766202
22023152,528502.0,104429.0,50.825143,-0.1768746
22023153,528419.0,104839.0,50.8288465,-0.1779088
22023154,528413.0,104840.0,50.8288569,-0.1779936
22023155,528407.0,104841.0,50.8288672,-0.1780784
22023157,528868.0,104757.0,50.8280099,-0.1715657
22023161,528627.0,104761.0,50.8280994,-0.1749843
22023172,528424.0,104837.0,50.8288275,-0.1778386
22023174,528417.0,104804.0,50.8285324,-0.1779494
22023176,528398.0,104806.0,50.8285546,-0.1782184
22023178,528842.0,104761.0,50.8280516,-0.1719332
22023179,528468.0,104826.0,50.8287188,-0.177218
22023180,528434.0,104833.0,50.8287893,-0.177698
22023181,528393.0,104808.0,50.8285737,-0.1782886
22023182,528854.0,104759.0,50.828031,-0.1717636
22023183,528526.0,104779.0,50.8282835,-0.1764113
22023184,528847.0,104758.0,50.8280235,-0.1718633
22023185,528547.0,104420.0,50.8250522,-0.1762392
22023186,528794.0,104767.0,50.8281162,-0.1726123
22023187,528671.0,104749.0,50.8279817,-0.1743641
22023188,528440.0,104832.0,50.828779,-0.1776132
22023207,528561.0,104764.0,50.828141,-0.1759199
22023209,528615.0,104761.0,50.828102,-0.1751546
22023211,528734.0,104772.0,50.8281745,-0.173462
22023217,528785.0,104729.0,50.8277767,-0.1727534
22023220,528873.0,104716.0,50.8276403,-0.1715091
22023221,528801.0,104766.0,50.8281057,-0.1725133
22023222,528819.0,104716.0,50.8276523,-0.1722754
22023223,528513.0,104771.0,50.8282145,-0.1765986
22023224,528410.0,104803.0,50.828525,-0.1780491
22023232,528627.0,104761.0,50.8280994,-0.1749843
22023233,528574.0,104408.0,50.8249383,-0.1758602
22023236,528320.0,104665.0,50.8273045,-0.1793746
22023237,528592.0,104413.0,50.8249793,-0.175603
22023238,528610.0,104405.0,50.8249034,-0.1753504
22023240,528496.0,104779.0,50.8282902,-0.1768371
22023241,528453.0,104795.0,50.8284435,-0.1774417
22023242,528375.0,104813.0,50.8286226,-0.1785423
22023243,528520.0,104770.0,50.828204,-0.1764997
22023246,528513.0,104427.0,50.8251226,-0.1767192
22023247,528386.0,104811.0,50.8286022,-0.1783869
22023248,528441.0,104798.0,50.8284732,-0.177611
22023249,528528.0,104771.0,50.8282112,-0.1763858
22023250,528633.0,104760.0,50.828089,-0.1748995
22023252,528576.0,104766.0,50.8281556,-0.1757063
22023255,528429.0,104836.0,50.8288174,-0.1777679
22023257,528676.0,104788.0,50.8283312,-0.1742795
22023259,528718.0,104772.0,50.828178,-0.1736891
22023260,528773.0,104771.0,50.8281568,-0.1729089
22023261,528783.0,104767.0,50.8281186,-0.1727684
22023262,528887.0,104761.0,50.8280416,-0.1712946
22023279,528829.0,104716.0,50.82765,-0.1721335
22023282,528779.42,104713.58,50.8276393,-0.172838
22023343,528766.0,104909.0,50.8293987,-0.1729598
22023449,528733.0,104894.0,50.8292712,-0.1734334
22023450,528732.0,104998.0,50.8302062,-0.1734111
22023474,528534.0,104999.0,50.8302592,-0.1762207
22023498,528559.0,104995.0,50.8302177,-0.1758673
22023588,528761.0,104885.0,50.8291841,-0.1730392
22023658,528715.0,104811.0,50.8285292,-0.173718
22023660,528745.0,104935.0,50.8296371,-0.1732487
22023732,528755.0,104967.0,50.8299225,-0.1730956
22023733,528702.0,104791.0,50.8283524,-0.1739095
22023734,528712.0,104806.0,50.828485,-0.1737623
22023735,528711.0,104826.0,50.8286649,-0.1737695
22023736,528713.0,104830.0,50.8287004,-0.1737397
22023737,528721.0,104844.0,50.8288245,-0.1736212
22023738,528720.0,104848.0,50.8288607,-0.173634
22023739,528725.0,104854.0,50.8289135,-0.173561
22023740,528729.0,104884.0,50.8291822,-0.1734937
22023741,528728.0,104890.0,50.8292364,-0.1735057
22023742,528732.0,104898.0,50.8293074,-0.1734462
22023743,528733.0,104903.0,50.8293521,-0.1734302
22023745,528738.0,104917.0,50.8294769,-0.1733544
22023746,528741.0,104922.0,50.8295211,-0.17331
22023750,528749.0,104944.0,50.8297171,-0.1731888
22023751,528752.0,104948.0,50.8297524,-0.1731448
22023752,528748.0,104955.0,50.8298162,-0.1731991
22023753,528749.0,104960.0,50.8298609,-0.1731832
22023756,528764.0,104996.0,50.8301811,-0.1729577
22023758,528727.0,104980.0,50.8300456,-0.1734884
22023760,528723.0,104969.0,50.8299476,-0.173549
22023761,528717.0,104958.0,50.82985,-0.173638
22023763,528704.0,104934.0,50.8296372,-0.1738309
22023766,528705.0,104902.0,50.8293494,-0.1738279
22023767,528705.0,104892.0,50.8292595,-0.1738315
22023769,528689.0,104877.0,50.8291282,-0.1740638
22023770,528672.0,104801.0,50.8284489,-0.1743317
22023771,528674.0,104795.0,50.8283945,-0.1743054
22023772,528651.0,105037.0,50.8305748,-0.174547
22023773,528533.0,104971.0,50.8300077,-0.1762447
22023779,528728.0,104990.0,50.8301352,-0.1734707
22023780,528719.0,104940.0,50.8296878,-0.1736159
22023799,528691.0,104851.0,50.8288941,-0.1740445
22023814,528757.0,104978.0,50.8300209,-0.1730633
22023815,528724.0,104806.0,50.8284823,-0.173592
22023819,528718.0,104963.0,50.8298948,-0.1736221
22023820,528700.0,104800.0,50.8284337,-0.1739347
22023821,528719.0,104840.0,50.828789,-0.173651
22023822,528738.0,104913.0,50.8294409,-0.1733558
22023823,528742.0,104926.0,50.8295569,-0.1732944
22023824,528748.0,104940.0,50.8296814,-0.1732044
22023827,528693.0,104863.0,50.8290015,-0.1740119
22023828,528727.0,104985.0,50.8300905,-0.1734866
22023831,528674.0,104810.0,50.8285293,-0.1743002
22023833,528136.0,104916.0,50.8296013,-0.1818981
22023835,528114.0,104919.0,50.8296331,-0.1822093
22023915,528033.0,104785.0,50.8284466,-0.1834056
22023935,528295.0,104880.0,50.8292425,-0.1796542
22023938,528188.0,104922.0,50.8296437,-0.181158
22024227,528145.0,104522.0,50.826058,-0.181908
22024268,528030.0,104820.0,50.8287618,-0.1834359
22024320,528647.0,105698.0,50.8365168,-0.1743721
22024333,528582.0,105114.0,50.8312822,-0.1754993
22024335,528724.0,105116.0,50.8312686,-0.1734833
22024337,528731.0,105117.0,50.831276,-0.1733836
22024338,528611.0,105106.0,50.8312038,-0.1750905
22024343,528838.0,105384.0,50.8336521,-0.1717713
22024344,528847.0,105403.0,50.8338209,-0.1716369
22024345,528861.0,105479.0,50.8345009,-0.1714115
22024346,528859.0,105474.0,50.8344564,-0.1714417
22024347,528550.0,105128.0,50.8314151,-0.1759485
22024349,528565.0,105158.0,50.8316814,-0.1757251
22024351,528088.0,105599.0,50.8357508,-0.1823409
22024352,528178.0,105252.0,50.832612,-0.1811847
22024388,528382.0,105913.0,50.8385081,-0.1780582
22024389,528561.0,105849.0,50.8378931,-0.1755398
22024394,528739.0,105032.0,50.8305103,-0.1732998
22024395,528735.0,105008.0,50.8302954,-0.173365
22024408,528252.0,105283.0,50.8328743,-0.1801236
22024419,528062.0,105272.0,50.8328174,-0.1828241
22024423,528430.0,105926.0,50.8386143,-0.1773723
22024496,528473.0,105536.0,50.8350994,-0.1768985
22024497,528472.0,105557.0,50.8352883,-0.1769053
22024656,528659.0,105239.0,50.8323886,-0.1743626
22024686,528674.0,105346.0,50.833347,-0.1741122
22024875,528474.0,105356.0,50.8334813,-0.1769473
22024909,528638.0,105298.0,50.8329236,-0.17464
22024995,528694.0,105329.0,50.8331898,-0.1738344
22025174,528763.0,105011.0,50.8303162,-0.1729666
22025175,528643.0,105136.0,50.8314664,-0.1746258
22025189,528569.0,105155.0,50.8316536,-0.1756694
22025190,528480.0,105143.0,50.8315654,-0.1769367
22025191,528494.0,105140.0,50.8315354,-0.1767391
22025192,528545.0,105129.0,50.8314252,-0.1760191
22025267,528470.0,105008.0,50.8303542,-0.1771259
22025297,528499.0,105038.0,50.8306175,-0.1767038
22025310,528520.0,105543.0,50.8351518,-0.176229
22025312,528774.0,105118.0,50.8312755,-0.172773
22025840,528802.0,105300.0,50.8329051,-0.1723117
22026154,528759.0,105071.0,50.8308564,-0.1730023
22026155,528746.0,105059.0,50.8307514,-0.173191
22026165,528633.0,105139.0,50.8314955,-0.1747667
22026189,528746.0,105277.0,50.8327108,-0.1731146
22026221,528678.0,105096.0,50.8310991,-0.1741431
22026222,528464.0,105608.0,50.8357485,-0.177001
22026223,528902.0,105374.0,50.833548,-0.1708665
22026238,528785.0,105070.0,50.8308416,-0.1726337
22026283,528729.0,105064.0,50.8308001,-0.1734305
22026298,528769.0,105030.0,50.8304856,-0.1728748
22026344,528660.0,105342.0,50.8333142,-0.1743123
22026356,528676.0,105128.0,50.8313871,-0.1741603
22026358,528766.0,105020.0,50.8303964,-0.1729209
22026359,528771.0,105024.0,50.8304313,-0.1728485
22026360,528779.0,105057.0,50.8307261,-0.1727234
22026362,528748.0,105066.0,50.8308139,-0.1731602
22026364,528737.0,105018.0,50.8303849,-0.1733331
22026365,528735.0,105004.0,50.8302595,-0.1733664
22026367,528752.0,105075.0,50.8308939,-0.1731003
22026368,528776.0,105070.0,50.8308436,-0.1727614
22026369,528785.0,105070.0,50.8308416,-0.1726337
22026372,528699.0,105122.0,50.8313281,-0.173836
22026373,528706.0,105120.0,50.8313086,-0.1737373
22026374,528741.0,105113.0,50.8312379,-0.173243
22026375,528747.0,105111.0,50.8312186,-0.1731586
22026376,528753.0,105111.0,50.8312172,-0.1730734
22026377,528759.0,105109.0,50.8311979,-0.172989
22026378,528582.0,105114.0,50.8312822,-0.1754993
22026381,528606.0,105108.0,50.8312229,-0.1751607
22026382,528634.0,105080.0,50.830965,-0.1747732
22026383,528645.0,105103.0,50.8311693,-0.174609
22026385,528658.0,105087.0,50.8310226,-0.1744301
22026386,528670.0,105089.0,50.8310379,-0.1742591
22026391,528579.0,105152.0,50.8316244,-0.1755285
22026392,528617.0,105143.0,50.831535,-0.1749924
22026393,528629.0,105142.0,50.8315234,-0.1748224
22026395,528521.0,105167.0,50.8317721,-0.1763464
22026397,528553.0,105158.0,50.8316841,-0.1758954
22026398,528574.0,105153.0,50.8316345,-0.1755991
22026399,528490.0,105141.0,50.8315452,-0.1767955
22026400,528444.0,105151.0,50.8316453,-0.1774448
22026401,528529.0,105132.0,50.8314557,-0.1762451
22026402,528451.0,105150.0,50.8316348,-0.1773458
22026403,528475.0,105146.0,50.8315935,-0.1770066
22026406,528561.0,105124.0,50.8313767,-0.1757938
22026407,528453.0,105187.0,50.8319669,-0.1773045
22026410,528504.0,105174.0,50.8318387,-0.1765852
22026421,528849.0,105422.0,50.8339912,-0.1716018
22026424,528468.0,105519.0,50.8349477,-0.1769754
22026425,528467.0,105529.0,50.8350378,-0.1769861
22026428,528469.0,105564.0,50.8353519,-0.1769455
22026429,528468.63,105339.49,50.833334,-0.1770293
22026434,528684.0,105379.0,50.8336414,-0.1739587
22026483,528492.0,105369.0,50.8335941,-0.1766873
22026489,528620.0,105363.0,50.8335118,-0.1748727
22026638,528441.0,105510.0,50.8348728,-0.1773618
22026641,528623.0,105363.0,50.8335111,-0.1748301
22026642,528857.0,105456.0,50.834295,-0.1714764
22026643,528852.0,105433.0,50.8340894,-0.1715554
22026650,528539.0,105130.0,50.8314355,-0.1761039
22026653,528556.0,105126.0,50.8313958,-0.175864
22026666,528739.0,105024.0,50.8304384,-0.1733026
22026667,528687.0,105087.0,50.8310162,-0.1740185
22026668,528638.0,105138.0,50.8314854,-0.1746961
22026669,528717.0,105118.0,50.8312881,-0.1735819
22026682,528766.0,105016.0,50.8303605,-0.1729223
22026683,528804.0,105242.0,50.8323834,-0.1723037
22026685,528501.0,105138.0,50.8315158,-0.1766404
22026686,528617.0,105104.0,50.8311845,-0.175006
